#
# Quasi-periodic asteroid orbit integration for Fig 3.4 of Ryden Celestial and Stellar Dynamics
#
# tMax = 300.0 in units where 1 year = 2*pi
# numPj = 500 number of Jupiter orbits
# numSteps = 1000
# random seed = 12345
# a_init: 3.6129 au
# e_init: 0.2065
# i_init: 0-deg
#
t/PJ  a/aJ               ecc
287.0 0.6848478498660746 0.2513426331096869
287.5 0.6821996178940218 0.2454221147419175
288.0 0.6870719275454522 0.2397106559427666
288.5 0.6850305621369170 0.2412733698081265
289.0 0.6835918308296107 0.2431254510953709
289.5 0.6873945919309657 0.2412152938585615
290.0 0.6822688565519878 0.2442214550966024
290.5 0.6767738058284696 0.2661214684028326
291.0 0.6764793917224056 0.2657975059077806
291.5 0.6809170661877720 0.2454976209827712
292.0 0.6865754783760042 0.2433294210941176
292.5 0.6826379809053278 0.2452454708960767
293.0 0.6841349083251398 0.2433674328703949
293.5 0.6859791280507945 0.2420854275433107
294.0 0.6811244357675430 0.2483321631353023
294.5 0.6839309232456753 0.2529203530105942
295.0 0.6779192815679461 0.2498059422105862
295.5 0.6927964601667190 0.2139000921907722
296.0 0.6994169047014881 0.2141667226259776
296.5 0.6949596707566313 0.2158252824565480
297.0 0.6963869184221637 0.2138927081827724
297.5 0.6993291768397886 0.2120098271666720
