#
# Model ZLK oscillations for Earth and a perturbing tertiary
# body with
#   M = 1 Msun
#   a = 200 au
#   e = 0.1
# Calculated for Figure 2.10 of Celestial and Stellar Dynamics
# by Prof. Todd Thompson, OSU Astronomy Department
#
# Column 1: Time [Myr]
# Column 2: Inclination [degrees]
# Column 3: Eccentricity
#
  time            inc         ecc 
  3.18965626  72.5228195  0.957300186
  3.19044089  72.4746094  0.957533121
  3.19138288  72.4166031  0.95781076
  3.19185376  72.3875504  0.957948804
  3.19248176  72.3487396  0.958132029
  3.19323492  72.3020935  0.958350718
  3.19413924  72.2459793  0.958611369
  3.19522429  72.1784744  0.958921552
  3.19625497  72.1141815  0.959213674
  3.19677043  72.0819702  0.959358752
  3.1972599  72.0513306  0.959496021
  3.19791269  72.0104446  0.959678173
  3.19853306  71.9715347  0.959850252
  3.19927716  71.9247818  0.96005553
  3.20017028  71.8685913  0.960300088
  3.20101857  71.8151169  0.960530639
  3.20144272  71.788353  0.960645258
  3.20200849  71.7526321  0.960797429
  3.20268703  71.7097244  0.960978985
  3.20350146  71.6581726  0.961195409
  3.20447898  71.5962372  0.961452961
  3.2049675  71.565239  0.961580873
  3.20555401  71.5280151  0.96173358
  3.20625758  71.4833069  0.961915731
  3.20649219  71.468399  0.961976171
  3.20680499  71.4485168  0.962056518
  3.20722198  71.4219971  0.962163329
  3.20777798  71.3866196  0.962305069
  3.20844507  71.3441391  0.962474167
  3.20924568  71.2931519  0.962675571
  3.20964599  71.2676392  0.962775707
  3.21018004  71.2336197  0.962908566
  3.21082044  71.1927872  0.963067114
  3.2115891  71.1437683  0.963256001
  3.2125113  71.0849457  0.963480711
  3.21338749  71.0290527  0.963692188
  3.21382546  71.0011139  0.963797212
  3.21424174  70.9745712  0.963896573
  3.21463728  70.9493484  0.96399051
  3.21501279  70.9253998  0.96407944
  3.21551371  70.8934631  0.964197397
  3.21611476  70.8551636  0.964338124
  3.21683598  70.8092194  0.964505792
  3.2177012  70.7541122  0.964705288
  3.21798968  70.7357483  0.96477133
  3.21837449  70.7112808  0.964859128
  3.21883607  70.6819229  0.964963913
  3.21927452  70.6540451  0.965062976
  3.21969104  70.6275864  0.965156674
  3.220191  70.5958481  0.965268493
  3.22079062  70.5577927  0.965401828
  3.22151041  70.5121689  0.965560615
  3.22187042  70.4893799  0.965639472
  3.2223506  70.4590149  0.965744138
  3.22259021  70.44384  0.965796292
  3.22291017  70.4236221  0.965865552
  3.2233367  70.3966827  0.965957463
  3.22374201  70.3711243  0.966044366
  3.22412705  70.3468552  0.966126502
  3.22458911  70.3177643  0.966224611
  3.22514319  70.2828903  0.966341555
  3.22580838  70.2411118  0.966480911
  3.22603035  70.2272034  0.966527104
  3.22632599  70.2086639  0.966588438
  3.22672033  70.1839828  0.966669917
  3.22709465  70.160553  0.966746986
  3.22745061  70.1383286  0.966819823
  3.22778845  70.1172256  0.966888726
  3.22823906  70.0891342  0.9669801
  3.22877979  70.055481  0.967089117
  3.22942877  70.0151825  0.967218876
  3.22964501  70.0017624  0.967261851
  3.2299335  69.9838943  0.967319012
  3.23031807  69.9601059  0.967394888
  3.23077941  69.9316025  0.967485428
