Name,H,a,e,i,Omega,peri,M,n,Epoch
(15527) 1999 YY2,10.94,5.2146143,0.1541743,21.26531,173.75131,169.06572,93.45677,0.08276959,2023.150684931507
(15529) 2000 AA80,11.59,5.2640526,0.024905,5.08362,169.52855,86.78532,183.33751,0.08160631,2023.150684931507
(15535) 2000 AT177,10.69,5.1849204,0.085624,13.17641,155.09982,302.31743,353.07464,0.08348163,2023.150684931507
(15536) 2000 AG191,11.38,5.2084035,0.1445194,14.65842,192.66802,259.08648,354.99771,0.08291768,2023.150684931507
(15539) 2000 CN3,10.5,5.2620849,0.0456753,27.94058,108.66788,335.45659,324.48483,0.08165209,2023.150684931507
(15651) Tlepolemos,11.51,5.3076763,0.042021,2.95902,45.32322,29.93537,22.41555,0.0806023,2023.150684931507
(15663) Periphas,10.88,5.2014154,0.1057233,33.87633,12.08342,24.37233,51.36944,0.08308484,2023.150684931507
(15913) Telemachus,12.08,5.1920543,0.0609035,7.25001,49.03179,10.84377,14.57623,0.08330964,2023.150684931507
(15977) 1998 MA11,10.57,5.1737647,0.0480708,17.35181,209.58948,227.53092,225.01506,0.08375178,2023.150684931507
(16070) Charops,9.85,5.1460041,0.1269367,16.23667,300.86982,354.22318,32.30713,0.08443041,2023.150684931507
(16099) 1999 VQ24,10.8,5.1894731,0.0828631,13.45216,96.38095,278.54084,63.68283,0.0833718,2023.150684931507
(16152) 1999 YN12,12.06,5.1367849,0.096667,3.45465,64.15359,348.27466,36.3922,0.08465781,2023.150684931507
(16428) 1988 RD12,11.77,5.2131074,0.0704901,3.97659,340.00134,345.58314,337.6499,0.08280548,2023.150684931507
(16560) Daitor,10.78,5.0613163,0.0420571,15.30464,100.75602,160.84978,58.12548,0.08655833,2023.150684931507
(16667) 1993 XM1,10.84,5.1947632,0.2002806,16.69866,96.60206,239.48765,331.89241,0.08324448,2023.150684931507
(16956) 1998 MQ11,10.8,5.2194975,0.1134909,30.92229,137.55832,203.06508,316.50507,0.08265346,2023.150684931507
(16974) Iphthime,9.98,5.1794594,0.0703299,15.03732,241.52967,137.40532,49.73774,0.0836137,2023.150684931507
(17171) 1999 NB38,10.67,5.1387348,0.0839457,25.29126,318.00883,357.30228,4.74732,0.08460962,2023.150684931507
(17172) 1999 NZ41,10.9,5.2246384,0.0590258,29.15614,135.22153,214.827,337.16922,0.0825315,2023.150684931507
(17314) Aisakos,11.02,5.1648971,0.0741156,10.722,353.78233,84.7202,233.56114,0.08396757,2023.150684931507
(17351) Pheidippos,11.45,5.1597729,0.0977827,15.29085,2.86249,47.13567,25.41642,0.08409268,2023.150684931507
(17365) Thymbraeus,10.61,5.270066,0.0784398,11.6442,252.12677,117.55725,305.70973,0.08146668,2023.150684931507
(17414) 1988 RN10,12.16,5.1391325,0.0342199,16.58752,153.64764,83.20053,85.28512,0.0845998,2023.150684931507
(17415) 1988 RO10,12.25,5.1451816,0.0487529,23.75764,160.35046,124.02378,26.64653,0.08445065,2023.150684931507
(17416) 1988 RR10,12.42,5.1316416,0.0631314,17.29875,164.44347,124.35885,36.77881,0.08478511,2023.150684931507
(17417) 1988 RY10,11.7,5.1646462,0.0840715,2.2222,112.01452,236.61061,326.31841,0.08397368,2023.150684931507
(17418) 1988 RT12,12.34,5.1774924,0.1611245,6.50853,197.62965,136.26508,332.74196,0.08366135,2023.150684931507
(17419) 1988 RH13,11.44,5.2265179,0.0650366,15.92483,45.50444,329.89783,317.89326,0.08248698,2023.150684931507
(17420) 1988 RL13,12.08,5.1944659,0.0838042,15.86713,59.31271,259.38816,346.15348,0.08325162,2023.150684931507
(17421) 1988 SW1,11.87,5.1432724,0.0998775,16.92778,32.12873,218.49184,64.44641,0.08449768,2023.150684931507
(17423) 1988 SK2,12.36,5.2138092,0.0938613,1.62159,158.72732,84.37084,62.82801,0.08278876,2023.150684931507
(17424) 1988 SP2,12.43,5.1987026,0.1585818,12.69507,170.10878,161.55263,346.93346,0.08314988,2023.150684931507
(17442) 1989 UO5,11.96,5.2365292,0.0473407,15.76969,31.36737,324.48669,301.92546,0.08225054,2023.150684931507
(17492) Hippasos,10.11,5.1824281,0.0730747,29.13147,88.92364,217.29471,35.11139,0.08354186,2023.150684931507
(17874) 1998 YM3,11.92,5.2410712,0.0469874,2.54475,46.00079,47.09955,29.40905,0.08214365,2023.150684931507
(18037) 1999 NA38,11.67,5.2349885,0.0838943,15.37157,114.47936,254.97938,295.77802,0.08228686,2023.150684931507
(18046) 1999 RN116,10.53,5.200427,0.0586825,33.30174,164.6613,153.62231,348.69859,0.08310852,2023.150684931507
(18054) 1999 SW7,10.78,5.2473643,0.0187585,19.66103,124.81125,133.35513,70.45844,0.08199592,2023.150684931507
(18058) 1999 XY129,12.12,5.1147588,0.0803587,9.07516,26.07032,51.87196,355.2305,0.08520525,2023.150684931507
(18060) Zarex,11.18,5.1244086,0.0575604,6.63746,224.88579,154.59906,55.33389,0.08496468,2023.150684931507
(18062) 1999 XY187,11.02,5.1455885,0.0500081,17.38673,38.34594,35.02077,359.50549,0.08444064,2023.150684931507
(18063) 1999 XW211,11.32,5.1601812,0.0582566,17.98379,327.02467,65.77536,57.82103,0.0840827,2023.150684931507
(18071) 2000 BA27,11.75,5.2984555,0.0580306,3.6479,341.4767,79.55643,42.28666,0.0808128,2023.150684931507
(18137) 2000 OU30,11.17,5.0998381,0.0167913,7.67068,218.95092,204.0777,232.09378,0.08557945,2023.150684931507
(18228) Hyperenor,12.0,5.275845,0.127987,3.20157,12.2899,348.12165,311.54549,0.08133286,2023.150684931507
(18263) Anchialos,11.52,5.2022708,0.0407911,10.60534,311.41261,144.07769,12.48484,0.08306435,2023.150684931507
(18268) Dardanos,12.14,5.159723,0.0972556,16.60044,218.38818,112.97846,346.69285,0.0840939,2023.150684931507
(18278) Drymas,11.49,5.1770578,0.0681678,17.9305,31.52364,208.64711,66.19888,0.08367189,2023.150684931507
(18281) Tros,12.58,5.2091809,0.1043565,9.54275,171.16466,169.47484,347.14486,0.08289912,2023.150684931507
(18282) Ilos,12.66,5.2332739,0.0766348,8.70379,164.396,212.33664,305.37187,0.0823273,2023.150684931507
(18493) Demoleon,10.91,5.285513,0.0929558,17.2115,215.55269,90.48924,355.04556,0.0811098,2023.150684931507
(18940) 2000 QV49,11.79,5.2371727,0.0757905,3.70638,133.69457,221.62959,295.17249,0.08223538,2023.150684931507
(18971) 2000 QY177,11.76,5.203147,0.1188915,14.03543,189.9641,44.57095,74.24046,0.08304336,2023.150684931507
(19018) 2000 RL100,11.41,5.2175907,0.100857,27.67512,231.15067,122.42699,337.63434,0.08269877,2023.150684931507
(19020) 2000 SC6,10.62,5.2088059,0.1139055,17.10267,93.2206,224.94331,354.80368,0.08290807,2023.150684931507
(19725) 1999 WT4,10.9,5.1380006,0.0733899,9.96904,43.17926,37.41639,342.06309,0.08462776,2023.150684931507
(19844) 2000 ST317,11.07,5.1938695,0.0506235,40.42578,207.54294,104.32345,12.00603,0.08326597,2023.150684931507
(19913) Aigyptios,11.34,5.1110261,0.0594964,7.12774,141.46784,339.3086,309.80225,0.0852986,2023.150684931507
(20144) 1996 RA33,11.55,5.1910513,0.011283,9.351,29.47623,152.04786,255.02418,0.08333378,2023.150684931507
(20424) 1998 VF30,10.66,5.2054462,0.1305562,25.63668,66.94681,5.22018,359.21037,0.08298835,2023.150684931507
(20428) 1998 WG20,11.14,5.1942751,0.146359,21.05322,45.30561,6.50347,14.99354,0.08325621,2023.150684931507
(20716) 1999 XG91,11.53,5.2314181,0.1293262,26.86389,108.18245,272.22136,52.80253,0.08237111,2023.150684931507
(20720) 1999 XP101,11.12,5.2786988,0.1466855,18.17161,100.68026,352.46772,336.21354,0.08126691,2023.150684931507
(20729) 1999 XS143,10.51,5.2206978,0.0654272,22.00847,306.92543,93.43467,39.89356,0.08262496,2023.150684931507
(20738) 1999 XG191,11.75,5.1644779,0.0125229,12.51768,33.22054,333.42641,71.50375,0.08397779,2023.150684931507
(20739) 1999 XM193,11.67,5.2080582,0.1376873,12.1194,312.13123,183.56463,312.3123,0.08292593,2023.150684931507
(20947) Polyneikes,12.06,5.0685758,0.025225,2.32825,52.24279,36.59722,346.55945,0.08637243,2023.150684931507
(20952) Tydeus,11.76,5.1648693,0.0857726,9.9878,314.82204,92.05874,24.58484,0.08396824,2023.150684931507
(20961) Arkesilaos,11.97,5.1439219,0.0192694,9.20322,27.87845,48.76409,4.85422,0.08448168,2023.150684931507
(20995) 1985 VY,11.79,5.095877,0.1157582,20.36481,72.77936,10.99101,4.1425,0.08567925,2023.150684931507
(21271) 1996 RF33,11.96,5.1509086,0.0084373,6.68808,112.77703,350.43175,351.94816,0.08430985,2023.150684931507
(21284) Pandion,11.55,5.2168795,0.1021748,7.03893,183.95926,184.12818,60.23887,0.08271568,2023.150684931507
(21370) 1997 TB28,11.65,5.1966953,0.0744674,7.75124,77.20854,48.05176,325.17954,0.08319806,2023.150684931507
(21371) 1997 TD28,11.98,5.2212043,0.0728441,7.87484,61.30217,56.59192,309.30939,0.08261293,2023.150684931507
(21372) 1997 TM28,11.87,5.1896134,0.0297448,11.05527,188.64113,276.41269,326.16694,0.08336842,2023.150684931507
(21593) 1998 VL27,11.78,5.0997069,0.0518759,3.35385,291.01344,129.39776,32.13031,0.08558275,2023.150684931507
(21595) 1998 WJ5,10.81,5.2081566,0.1358066,25.06259,144.01243,258.52025,39.42584,0.08292358,2023.150684931507
(21599) 1998 WA15,11.53,5.2042425,0.1175032,11.20768,218.82265,211.29705,7.04956,0.08301714,2023.150684931507
(21601) 1998 XO89,10.05,5.238498,0.0365379,19.45395,263.64274,209.26992,358.50508,0.08220418,2023.150684931507
(21602) Ialmenus,12.27,5.2167486,0.0610933,7.93811,309.32322,193.15733,309.87229,0.0827188,2023.150684931507
(21900) Orus,10.07,5.1241896,0.0379015,8.46861,258.55405,181.25843,356.27494,0.08497013,2023.150684931507
(22008) 1999 XM71,11.7,5.142367,0.0107175,4.26357,108.67681,298.58995,22.5979,0.08452,2023.150684931507
(22009) 1999 XK77,11.89,5.2120725,0.0282662,5.60221,113.95192,336.84316,338.50021,0.08283014,2023.150684931507
(22010) Kuzmina,12.43,5.0936575,0.0167234,1.40536,65.32831,320.36224,48.52085,0.08573526,2023.150684931507
(22012) 1999 XO82,12.02,5.1881246,0.1117108,7.40725,98.70123,28.05417,303.8605,0.08340431,2023.150684931507
(22014) 1999 XQ96,10.27,5.1523302,0.106911,29.56671,260.11064,202.67556,332.17804,0.08427496,2023.150684931507
(22035) 1999 XR170,11.91,5.2000677,0.0993198,16.4547,286.44051,129.33881,3.50326,0.08311714,2023.150684931507
(22041) 1999 XK192,12.01,5.1571059,0.0564551,10.17594,25.03046,72.16481,349.95639,0.08415792,2023.150684931507
(22042) 1999 XP194,12.17,5.1693429,0.0929103,6.86513,24.42059,3.94421,42.45628,0.08385927,2023.150684931507
(22049) 1999 XW257,11.89,5.1959399,0.0605765,2.58647,202.82387,258.06532,309.61872,0.0832162,2023.150684931507
(22052) 2000 AQ14,11.3,5.1769396,0.0365675,11.88958,83.54483,324.0892,19.04698,0.08367475,2023.150684931507
(22054) 2000 AP21,11.3,5.2019734,0.0532568,20.9094,287.07468,229.92715,292.90274,0.08307147,2023.150684931507
(22055) 2000 AS25,11.19,5.2605966,0.0250818,10.96312,83.56329,215.09347,140.01427,0.08168674,2023.150684931507
(22056) 2000 AU31,11.93,5.1511343,0.146758,7.19283,35.84346,342.50681,78.4879,0.08430431,2023.150684931507
(22059) 2000 AD75,11.33,5.1940965,0.1096333,7.8024,213.97858,320.58543,274.65596,0.08326051,2023.150684931507
(22149) 2000 WD49,10.36,5.1697855,0.0448959,21.47291,292.37997,225.02587,291.66472,0.0838485,2023.150684931507
(22180) 2000 YZ,10.36,5.1743062,0.0716424,29.30986,247.62925,145.72268,275.91379,0.08373864,2023.150684931507
(22199) Klonios,11.8,5.2890787,0.081316,9.07895,16.66297,47.10358,356.04618,0.0810278,2023.150684931507
(22203) Prothoenor,11.77,5.2024517,0.0995047,1.37976,189.39293,96.92758,145.00903,0.08306001,2023.150684931507
(22222) Hodios,12.62,5.0729785,0.0452298,2.40268,48.85786,26.56678,3.94928,0.08626002,2023.150684931507
(22227) Polyxenos,12.03,5.225021,0.1347355,10.95199,289.84631,158.36465,348.86163,0.08252243,2023.150684931507
(22404) 1995 ME4,12.17,5.2626393,0.1210261,9.29772,256.25057,180.46311,349.62559,0.08163919,2023.150684931507
(22503) Thalpius,12.33,5.2172913,0.0698934,9.89821,219.09876,196.28696,15.40384,0.08270589,2023.150684931507
(22808) 1999 RU12,12.21,5.2007226,0.1875136,10.46408,310.05811,342.85911,33.20761,0.08310144,2023.150684931507
(23075) 1999 XV83,11.02,5.1946563,0.1720603,14.43497,104.2499,320.67645,6.95536,0.08324705,2023.150684931507
(23114) 2000 AL16,12.12,5.1883871,0.0532594,1.95714,43.43176,355.90267,28.75393,0.08339798,2023.150684931507
(23118) 2000 AU27,12.24,5.1808376,0.2048144,3.68733,1.45891,75.10906,7.07865,0.08358033,2023.150684931507
(23119) 2000 AP33,11.28,5.2585291,0.1327897,18.44152,317.47269,63.35494,58.43957,0.08173492,2023.150684931507
(23123) 2000 AU57,11.38,5.3409122,0.059644,8.52784,317.70926,125.23073,357.24485,0.0798511,2023.150684931507
(23126) 2000 AK95,11.86,5.25071,0.0286371,1.22622,3.3813,13.41422,100.89245,0.08191756,2023.150684931507
(23135) Pheidas,10.04,5.2695832,0.0509648,17.34573,256.59852,253.17247,305.29617,0.08147787,2023.150684931507
(23144) 2000 AY182,11.65,5.2552725,0.0701093,9.40466,230.13196,210.10017,15.48667,0.08181091,2023.150684931507
(23152) 2000 CS8,11.93,5.216656,0.1517465,11.43012,129.33671,293.70589,20.0465,0.082721,2023.150684931507
(23269) 2000 YH62,11.58,5.2150169,0.0224925,8.72475,285.71529,313.99373,193.531,0.08276,2023.150684931507
(23285) 2000 YH119,11.16,5.1104242,0.0567215,16.57825,329.85803,133.04153,340.94095,0.08531367,2023.150684931507
(23355) Elephenor,12.01,5.242765,0.0612306,7.06268,147.01161,246.39182,32.19342,0.08210384,2023.150684931507
(23382) Epistrophos,12.08,5.2246173,0.1059112,15.03473,174.41469,284.37811,346.87032,0.082532,2023.150684931507
(23383) Schedios,12.03,5.1806031,0.1100244,10.82519,301.15368,139.42141,346.09777,0.08358601,2023.150684931507
(23463) 1989 TX11,11.68,5.1769237,0.0490381,12.88864,110.64396,270.61337,297.3544,0.08367514,2023.150684931507
(23480) 1991 EL,11.45,5.207246,0.0853194,22.54757,280.32793,302.08742,212.1275,0.08294533,2023.150684931507
(23549) Epicles,11.79,5.2683191,0.0440634,9.0437,123.98539,72.26361,119.36537,0.0815072,2023.150684931507
(23622) 1996 RW29,11.57,5.1290089,0.0347105,13.03103,146.54105,322.66181,345.05308,0.0848504,2023.150684931507
(23624) 1996 UX3,11.71,5.2300373,0.1628657,19.92402,211.13782,235.51242,6.56656,0.08240374,2023.150684931507
(23694) 1997 KZ3,11.6,5.2135277,0.0369436,9.78574,81.63272,226.04062,343.29722,0.08279546,2023.150684931507
(23706) 1997 SY32,12.33,5.2452122,0.0912599,6.79991,21.80362,9.30109,39.91573,0.08204639,2023.150684931507
(23709) 1997 TA28,11.68,5.1564771,0.0843012,10.69124,37.92816,336.31306,64.27208,0.08417332,2023.150684931507
(23710) 1997 UJ,12.35,5.1881049,0.0637717,11.06358,224.0939,205.91581,40.00452,0.08340478,2023.150684931507
(23939) 1998 TV33,11.52,5.0965035,0.043316,9.92499,66.42411,359.51046,22.24826,0.08566345,2023.150684931507
(23947) 1998 UH16,11.97,5.2572753,0.0669234,3.60357,216.18196,331.66402,246.38992,0.08176416,2023.150684931507
(23958) 1998 VD30,10.24,5.229271,0.100084,24.90908,225.42123,235.00808,334.69419,0.08242185,2023.150684931507
(23963) 1998 WY8,11.84,5.2080904,0.089846,4.13336,275.24132,146.6576,38.42563,0.08292516,2023.150684931507
(23968) 1998 XA13,11.29,5.2549517,0.1623422,12.5088,84.03628,28.9189,334.4365,0.0818184,2023.150684931507
(23970) 1998 YP6,11.09,5.2657876,0.0673048,32.11303,76.41373,12.71687,345.01914,0.08156598,2023.150684931507
(23987) 1999 NB63,11.81,5.1884324,0.1693064,21.41345,279.74059,67.74637,335.75632,0.08339689,2023.150684931507
(24018) 1999 RU134,11.6,5.2343412,0.0497158,15.78641,164.59435,169.88636,351.17163,0.08230212,2023.150684931507
(24022) 1999 RA144,12.26,5.3201317,0.0921011,9.86296,196.292,110.28802,16.67013,0.08031941,2023.150684931507
(24212) 1999 XW59,12.22,5.0668539,0.0437614,7.24254,72.54571,0.22613,9.52944,0.08641647,2023.150684931507
(24225) 1999 XV80,11.86,5.1559884,0.0394458,11.16487,83.45313,32.74602,321.75336,0.08418528,2023.150684931507
(24233) 1999 XD94,11.51,5.2994168,0.0404723,11.67876,304.52198,102.08973,37.71466,0.08079081,2023.150684931507
(24244) 1999 XY101,11.01,5.1956548,0.046602,29.16225,292.08202,164.4728,1.84296,0.08322305,2023.150684931507
(24275) 1999 XW167,11.24,5.1214169,0.0445896,12.55118,276.48869,217.0841,302.13965,0.08503914,2023.150684931507
(24279) 1999 XR171,12.15,5.1830382,0.0751872,10.75351,313.56381,131.56248,9.24756,0.08352711,2023.150684931507
(24312) 1999 YO22,11.71,5.2514057,0.1058556,16.67205,60.61626,291.38245,86.17128,0.08190129,2023.150684931507
(24313) 1999 YR27,10.86,5.2634264,0.0861069,18.15502,33.84212,357.29346,38.87266,0.08162087,2023.150684931507
(24340) 2000 AP84,12.22,5.2214117,0.1496969,6.0706,271.49486,165.19622,10.0477,0.08260801,2023.150684931507
(24341) 2000 AJ87,12.07,5.2568611,0.0670217,14.17199,120.95511,320.16722,11.32212,0.08177383,2023.150684931507
(24357) 2000 AC115,11.84,5.3216794,0.0632406,8.80425,244.65967,196.4075,350.79462,0.08028437,2023.150684931507
(24380) Dorippe,11.34,5.2644924,0.0833767,7.17344,9.73772,36.25181,46.05636,0.08159608,2023.150684931507
(24390) 2000 AD177,11.77,5.257621,0.0567172,12.63163,142.75113,343.25295,306.44288,0.0817561,2023.150684931507
(24403) 2000 AX193,11.37,5.2810304,0.0292932,22.51626,146.54353,326.62345,337.39015,0.0812131,2023.150684931507
(24420) Thasos,11.6,5.2984476,0.0589736,8.47876,113.87335,7.93122,323.97774,0.08081298,2023.150684931507
(24426) Belova,12.27,5.2941154,0.0857789,7.36016,185.70185,236.82357,23.16016,0.08091219,2023.150684931507
(24444) 2000 OP32,11.55,5.1465896,0.0551538,6.89746,291.41012,356.36946,0.07051,0.084416,2023.150684931507
(24446) 2000 PR25,11.24,5.2240083,0.0815862,25.32398,287.07551,69.03473,302.6984,0.08254643,2023.150684931507
(24448) 2000 QE42,11.61,5.1521479,0.0537912,8.85212,156.85179,198.98079,305.32958,0.08427943,2023.150684931507
(24449) 2000 QL63,12.05,5.2219231,0.0506202,36.93319,158.45415,219.77072,297.20297,0.08259588,2023.150684931507
(24451) 2000 QS104,10.47,5.2810462,0.1304488,21.3937,28.56981,323.89495,317.68448,0.08121273,2023.150684931507
(24452) 2000 QU167,12.03,5.1908465,0.0600254,6.85791,226.00353,212.17171,244.60882,0.08333871,2023.150684931507
(24453) 2000 QG173,11.41,5.1570258,0.0543667,9.78245,291.6636,357.1078,3.78054,0.08415988,2023.150684931507
(24454) 2000 QF198,11.54,5.0761912,0.0336086,4.17325,95.23864,258.12377,337.0204,0.08617814,2023.150684931507
(24456) 2000 RO25,12.15,5.2069148,0.0429217,8.06178,220.783,140.66825,326.02705,0.08295324,2023.150684931507
(24458) 2000 RP100,11.93,5.2303908,0.0927542,18.18978,268.35153,4.03512,56.50162,0.08239538,2023.150684931507
(24459) 2000 RF103,11.94,5.2602527,0.1190262,15.51681,307.76827,7.25233,348.45271,0.08169475,2023.150684931507
(24467) 2000 SS165,11.98,5.2522836,0.1022933,16.39187,243.47598,82.00221,354.35707,0.08188075,2023.150684931507
(24470) 2000 SJ310,11.07,5.2419151,0.086028,23.9341,260.7133,67.70814,4.26423,0.08212381,2023.150684931507
(24471) 2000 SH313,11.27,5.3161057,0.0459584,26.97003,241.69682,139.69493,289.07467,0.08041067,2023.150684931507
(24472) 2000 SY317,11.71,5.1949545,0.045417,21.14625,237.6485,136.2242,321.30813,0.08323988,2023.150684931507
(24479) 2000 WU157,11.94,5.1636808,0.0885651,21.74716,95.00513,18.74314,333.13294,0.08399724,2023.150684931507
(24485) 2000 YL102,11.5,5.147548,0.0421562,13.2734,151.25246,192.22056,97.21929,0.08439243,2023.150684931507
(24486) 2000 YR102,11.21,5.1821898,0.0757696,8.28701,189.98606,141.08551,104.25478,0.08354762,2023.150684931507
(24498) 2001 AC25,12.08,5.243334,0.0366533,13.01374,163.13821,333.65882,291.72809,0.08209048,2023.150684931507
(24501) 2001 AN37,11.78,5.1856378,0.1058443,20.25748,348.58224,90.50448,358.20115,0.08346431,2023.150684931507
(24505) 2001 BZ,11.24,5.2435387,0.0491535,17.44879,348.06771,349.78112,108.87955,0.08208567,2023.150684931507
(24506) 2001 BS15,10.77,5.3231991,0.0309125,11.81598,340.10555,125.65213,330.30125,0.08024999,2023.150684931507
(24508) 2001 BL26,12.32,5.2096606,0.0793353,2.3759,89.97456,334.50842,358.033,0.08288767,2023.150684931507
(24519) 2001 CH,11.71,5.2198992,0.088242,13.49949,355.70455,137.33171,306.83742,0.08264392,2023.150684931507
(24528) 2001 CP11,11.81,5.2432321,0.106682,16.71943,118.66029,321.83526,342.93844,0.08209287,2023.150684931507
(24530) 2001 CP18,11.77,5.1439048,0.1194398,11.43169,149.84385,250.18631,43.1583,0.0844821,2023.150684931507
(24531) 2001 CE21,11.76,5.2265111,0.088468,22.52461,190.56547,239.39027,348.8087,0.08248714,2023.150684931507
(24534) 2001 CX27,11.42,5.2148879,0.0828092,13.05331,28.79122,306.66478,118.64633,0.08276307,2023.150684931507
(24536) 2001 CN33,11.6,5.2086128,0.064578,25.91501,354.25855,130.83785,319.88013,0.08291268,2023.150684931507
(24537) 2001 CB35,11.22,5.1764764,0.0833132,18.27305,34.86764,15.55596,43.18479,0.08368598,2023.150684931507
(24539) 2001 DP5,12.16,5.3116009,0.0855884,10.97054,25.00643,92.12649,319.98829,0.08051298,2023.150684931507
(24587) Kapaneus,11.54,5.186587,0.0104614,29.04569,176.34627,338.12484,292.75394,0.0834414,2023.150684931507
(24603) Mekistheus,12.42,5.1545657,0.1316644,6.58718,43.59187,40.25915,349.46673,0.08422014,2023.150684931507
