Name,H,a,e,i,Omega,peri,M,n,Epoch
(516604) 2007 JK46,13.9,5.2523178,0.0115781,22.94685,50.9511,158.14305,118.72001,0.08187995,2023.150684931507
(517574) 2014 UW85,14.5,5.2067492,0.0741735,1.60813,39.69259,51.8208,222.91268,0.0829572,2023.150684931507
(517592) 2014 WT118,13.78,5.2597193,0.0744331,28.35929,57.96335,253.78442,358.69378,0.08170718,2023.150684931507
(517595) 2014 WF232,14.27,5.1725709,0.0698161,8.90752,71.89428,316.62844,281.12004,0.08378078,2023.150684931507
(517619) 2014 XP12,14.38,5.1609773,0.0803838,16.44351,72.46092,354.02027,256.69585,0.08406324,2023.150684931507
(518333) 2017 BT121,13.27,5.1942291,0.0057259,24.92661,335.93685,321.4627,26.77098,0.08325732,2023.150684931507
(518360) 2017 DZ65,14.41,5.1878019,0.0063222,30.70478,153.63279,76.80772,106.0707,0.08341209,2023.150684931507
(523904) 1997 JF7,13.65,5.1455385,0.1059835,27.21781,224.88994,114.01033,346.95108,0.08444187,2023.150684931507
(524291) 2001 TS263,14.59,5.1897437,0.05115,9.05359,70.19335,17.33299,228.74554,0.08336528,2023.150684931507
(526316) 2006 BH169,14.14,5.27172,0.0410852,23.55024,161.69578,132.68302,22.33721,0.08142834,2023.150684931507
(526374) 2006 DM213,14.63,5.2016792,0.0833878,9.826,338.19465,231.92499,112.99317,0.08307852,2023.150684931507
(526853) 2007 DK119,13.75,5.1326874,0.0823091,26.62679,344.46754,336.76579,344.61748,0.0847592,2023.150684931507
(526872) 2007 EH222,14.5,5.1873559,0.0807384,31.45376,191.55829,37.68403,93.82964,0.08342285,2023.150684931507
(526900) 2007 HM2,14.15,5.3384304,0.0167035,27.67665,35.23221,285.98516,358.93055,0.07990679,2023.150684931507
(528014) 2008 EG163,14.14,5.0835292,0.0329439,12.02274,31.50922,308.17922,309.43808,0.08599161,2023.150684931507
(528086) 2008 FJ125,14.25,5.1903622,0.1023024,33.74702,200.68381,58.39533,50.47442,0.08335038,2023.150684931507
(528088) 2008 FF133,14.42,5.1810644,0.1000626,15.95311,191.412,96.65018,25.74297,0.08357485,2023.150684931507
(528110) 2008 GQ47,13.98,5.2217341,0.0725079,23.25709,63.23272,211.42836,51.61144,0.08260036,2023.150684931507
(528114) 2008 GD50,14.25,5.1257829,0.0456614,11.71749,50.18679,74.51384,186.50683,0.08493052,2023.150684931507
(528148) 2008 GP141,14.57,5.1570161,0.0809155,8.89898,215.43056,43.02826,66.81871,0.08416012,2023.150684931507
(528163) 2008 HU11,13.58,5.274937,0.0869737,18.54793,77.72491,259.5793,340.15149,0.08135386,2023.150684931507
(528210) 2008 KF10,14.2,5.3133107,0.0335912,15.24325,73.88515,213.05194,25.37059,0.08047412,2023.150684931507
(528215) 2008 KY36,14.2,5.3149071,0.0624502,26.06889,222.34687,61.26777,47.36167,0.08043787,2023.150684931507
(528220) 2008 KN43,14.12,5.1846422,0.0976772,11.95169,80.55178,295.46159,308.39551,0.08348835,2023.150684931507
(530539) 2011 OF39,14.83,5.1920063,0.0745675,10.12486,197.45961,162.45831,327.86293,0.08331079,2023.150684931507
(530553) 2011 QQ4,14.51,5.2661921,0.0648866,9.17887,226.31562,38.59217,46.04009,0.08155658,2023.150684931507
(531327) 2012 QH22,14.66,5.1490705,0.0971929,5.90028,212.69516,118.99385,338.61508,0.084355,2023.150684931507
(531332) 2012 QL52,14.86,5.1894452,0.0761948,14.64713,190.47086,154.54224,326.80113,0.08337247,2023.150684931507
(531368) 2012 RX43,14.39,5.1903712,0.1284795,1.32861,277.86733,104.38304,295.69198,0.08335016,2023.150684931507
(531372) 2012 SD1,13.84,5.1965922,0.084564,23.80671,226.56808,115.51248,335.96418,0.08320054,2023.150684931507
(531469) 2012 TR74,14.44,5.1336587,0.0994015,30.55149,6.58436,246.77393,73.16223,0.08473515,2023.150684931507
(531505) 2012 TV152,14.22,5.1934047,0.05721,12.58113,20.13774,283.18225,24.03971,0.08327715,2023.150684931507
(531538) 2012 TL218,14.03,5.246377,0.0401477,30.02499,17.24455,291.19896,16.26158,0.08201907,2023.150684931507
(531555) 2012 TX267,14.4,5.2258695,0.0520962,9.65674,325.93276,33.9017,326.72274,0.08250233,2023.150684931507
(531566) 2012 TD288,14.28,5.2098092,0.0509557,25.39059,231.34341,88.85167,15.37366,0.08288412,2023.150684931507
(531582) 2012 TG324,14.08,5.2253906,0.0744604,30.69266,205.38653,100.86377,355.83027,0.08251368,2023.150684931507
(531721) 2012 VU7,14.29,5.2889515,0.0565638,8.20215,203.53688,138.19168,352.28393,0.08103072,2023.150684931507
(532361) 2013 RR53,14.16,5.2597511,0.0634383,8.84828,225.14529,197.13593,239.21988,0.08170644,2023.150684931507
(532484) 2013 SB102,14.6,5.1653337,0.0554643,3.0812,38.66712,285.11847,2.53701,0.08395692,2023.150684931507
(532537) 2013 TD83,14.3,5.1540515,0.0438417,10.19581,241.09647,13.29644,61.50238,0.08423274,2023.150684931507
(532615) 2013 TJ171,14.16,5.2123197,0.0507712,8.66829,129.07763,253.78173,300.17275,0.08282425,2023.150684931507
(532634) 2013 UX15,14.91,5.1946871,0.0897006,2.47884,192.25642,161.87282,328.65722,0.08324631,2023.150684931507
(532745) 2013 WP28,14.42,5.2199511,0.1397948,5.67949,250.5597,93.32759,342.87873,0.08264269,2023.150684931507
(534373) 2014 TE49,13.74,5.1395779,0.0615724,26.86576,117.15051,240.44522,288.48061,0.08458881,2023.150684931507
(534792) 2014 WP102,14.55,5.2377761,0.197013,1.68191,64.20205,5.76985,230.97012,0.08222117,2023.150684931507
(534977) 2014 WM460,13.67,5.2565294,0.0592716,21.29789,256.53515,36.49853,14.78848,0.08178157,2023.150684931507
(535033) 2014 WN511,13.51,5.1956682,0.0857209,25.75694,108.06677,227.36568,343.99096,0.08322273,2023.150684931507
(535147) 2014 XA5,14.43,5.2201189,0.1117465,7.18407,337.56635,69.09515,259.15479,0.0826387,2023.150684931507
(535166) 2014 XY39,13.82,5.2215337,0.101386,15.80331,257.43053,101.71699,292.80591,0.08260512,2023.150684931507
(535308) 2015 AC2,13.67,5.267834,0.0589541,27.69556,215.75323,70.29694,31.50585,0.08151846,2023.150684931507
(535434) 2015 AM246,13.96,5.2709629,0.1077362,20.92534,222.6679,70.84553,25.17943,0.08144588,2023.150684931507
(539796) 2017 BB56,13.42,5.16036,0.0341402,14.02952,276.70188,85.63779,306.79458,0.08407833,2023.150684931507
(539803) 2017 CE3,13.71,5.2882614,0.0428962,28.84276,146.55279,358.50272,178.99018,0.08104658,2023.150684931507
(539815) 2017 DY6,13.65,5.1905974,0.1476134,24.56711,145.17858,169.59897,349.0043,0.08334471,2023.150684931507
(539828) 2017 DY38,14.3,5.1920416,0.1059331,8.47013,335.56653,309.6576,38.45139,0.08330994,2023.150684931507
(539829) 2017 DZ38,14.03,5.2548102,0.0970453,6.37434,343.10491,44.17562,276.52223,0.0818217,2023.150684931507
(539830) 2017 DS44,13.73,5.1605027,0.0384975,20.54179,140.16897,240.44347,303.06006,0.08407484,2023.150684931507
(542169) 2013 AD8,13.6,5.3027406,0.0176002,8.45838,130.58872,231.06652,66.20849,0.08071486,2023.150684931507
(542187) 2013 AB43,13.61,5.1550007,0.148992,11.87462,107.3289,4.82495,326.44539,0.08420948,2023.150684931507
(542195) 2013 AX54,13.9,5.291498,0.0211656,2.23636,114.97267,211.532,99.64357,0.08097223,2023.150684931507
(542206) 2013 AT70,13.4,5.276001,0.0686659,16.89145,318.25708,130.80151,338.26538,0.08132925,2023.150684931507
(542207) 2013 AP75,14.05,5.2140457,0.075376,6.38007,96.36136,338.44792,354.01875,0.08278313,2023.150684931507
(542209) 2013 AE79,13.29,5.2087861,0.0638783,26.37963,130.56528,319.36266,338.67654,0.08290854,2023.150684931507
(542246) Kulcsar,13.81,5.2135042,0.0663118,9.75735,321.42323,131.72032,336.71106,0.08279602,2023.150684931507
(542261) 2013 BJ,14.26,5.2633783,0.1017601,6.76153,342.64591,282.42386,158.9256,0.08162199,2023.150684931507
(542262) 2013 BL,13.91,5.1421093,0.0210249,8.46046,76.30371,256.99747,95.41909,0.08452635,2023.150684931507
(542263) 2013 BS,13.62,5.177429,0.0463988,4.75358,113.23165,343.51335,331.45999,0.08366289,2023.150684931507
(542264) 2013 BC2,14.17,5.095754,0.033471,7.16208,3.15591,171.79769,266.29835,0.08568235,2023.150684931507
(542265) 2013 BT2,14.11,5.2301309,0.0330703,5.36254,78.64018,205.35641,143.25023,0.08240152,2023.150684931507
(542275) 2013 BY16,13.93,5.2283859,0.0634262,8.30229,140.79123,332.60967,306.44906,0.08244278,2023.150684931507
(542276) 2013 BB19,12.98,5.2022558,0.0338668,22.0885,96.12943,98.47071,237.43289,0.0830647,2023.150684931507
(542316) 2013 CV,14.29,5.2443959,0.0224622,3.95052,196.60491,9.77543,230.39081,0.08206555,2023.150684931507
(542323) 2013 CR12,14.33,5.1219852,0.0654885,7.3162,13.84705,106.72204,333.25233,0.08502499,2023.150684931507
(542325) 2013 CB16,13.86,5.1687872,0.0497025,11.26871,134.79333,240.9815,77.58992,0.08387279,2023.150684931507
(542346) 2013 CV35,13.79,5.1583969,0.0217736,14.80536,20.60035,245.18525,171.33012,0.08412633,2023.150684931507
(542350) 2013 CF39,13.86,5.2901916,0.0155029,3.74618,36.07028,178.87904,225.49043,0.08100223,2023.150684931507
(542352) 2013 CE44,14.12,5.2156052,0.0233429,9.96081,122.0924,331.03791,351.94164,0.082746,2023.150684931507
(542378) 2013 CZ70,14.3,5.1514265,0.1128297,7.53008,260.33224,248.17579,299.4455,0.08429713,2023.150684931507
(542399) 2013 CH95,14.17,5.1844984,0.0258368,6.43303,324.49849,181.04112,308.17264,0.08349183,2023.150684931507
(542789) 2013 JC15,13.92,5.3161117,0.0918486,9.19189,269.7333,152.49866,17.74259,0.08041053,2023.150684931507
(543396) 2014 DA56,14.23,5.2264126,0.076017,4.44857,127.84411,281.08893,34.95238,0.08248947,2023.150684931507
(543397) 2014 DQ60,14.16,5.3083619,0.0525612,8.25775,149.07805,297.89363,350.84576,0.08058668,2023.150684931507
(545457) 2011 KG24,14.17,5.1959866,0.1696189,20.26006,206.29711,124.86251,348.91412,0.08321508,2023.150684931507
(545479) 2011 LS20,13.79,5.2716667,0.0979391,13.03169,273.16086,299.70727,96.36231,0.08142957,2023.150684931507
(545489) 2011 MB8,13.79,5.1255361,0.0938955,15.44838,266.16521,89.6498,310.82927,0.08493665,2023.150684931507
(545494) 2011 NR3,13.7,5.1525426,0.0242482,12.16976,291.73975,355.22514,26.84368,0.08426975,2023.150684931507
(545501) 2011 OO18,13.28,5.2165163,0.0718391,16.63253,113.22879,286.92946,261.53707,0.08272432,2023.150684931507
(545503) 2011 OL26,14.11,5.0623939,0.082331,4.05521,308.94152,351.28526,4.40016,0.08653069,2023.150684931507
(545505) 2011 OC28,14.13,5.2205135,0.0134447,24.72464,166.33865,100.96221,50.37678,0.08262933,2023.150684931507
(545507) 2011 OR39,14.09,5.22341,0.08882,9.08392,264.83224,336.8125,67.63197,0.08256061,2023.150684931507
(545508) 2011 OH41,13.91,5.1950086,0.1107906,21.69539,126.11617,180.00702,353.4136,0.08323858,2023.150684931507
(545517) 2011 ON60,14.66,5.1731341,0.0788964,8.95327,197.47802,165.21441,327.9745,0.0837671,2023.150684931507
(545520) 2011 OA62,14.1,5.1951399,0.0941949,11.70623,107.84378,238.40713,336.22404,0.08323542,2023.150684931507
(545522) 2011 ON63,14.7,5.1477234,0.0801327,30.64909,157.33781,152.72348,8.42253,0.08438811,2023.150684931507
(545526) 2011 OP66,13.99,5.1844989,0.040856,17.09512,288.66609,266.46206,112.42998,0.08349181,2023.150684931507
(545527) 2011 OB68,14.75,5.1529033,0.0283325,16.84638,138.61826,236.06791,314.01377,0.0842609,2023.150684931507
(545528) 2011 OG69,14.35,5.14428,0.0967092,24.11536,139.32759,183.18178,2.41606,0.08447286,2023.150684931507
(545529) 2011 OP69,14.64,5.2117655,0.0389537,25.96062,134.19375,231.10103,317.71047,0.08283746,2023.150684931507
(545533) 2011 PQ10,14.17,5.1659589,0.0278817,13.92187,222.64324,33.4847,58.29175,0.08394168,2023.150684931507
(545535) 2011 PC14,13.52,5.1107927,0.0663303,26.56974,223.54033,97.05802,14.43055,0.08530445,2023.150684931507
(545538) 2011 PX15,14.1,5.2403583,0.0380171,28.78067,115.07456,240.06879,313.83643,0.08216041,2023.150684931507
(545539) 2011 PY15,14.31,5.1933907,0.0976477,23.03793,223.22684,87.08938,6.08149,0.08327748,2023.150684931507
(545544) 2011 PD20,14.59,5.1770453,0.0256287,17.61765,34.76992,291.66061,355.08373,0.08367219,2023.150684931507
(545551) 2011 QR11,14.19,5.1964817,0.1987206,9.04172,241.7969,63.42331,1.87685,0.08320319,2023.150684931507
(545552) 2011 QU11,13.54,5.1647524,0.1018972,14.12326,243.33984,9.03323,54.83093,0.08397109,2023.150684931507
(545562) 2011 QD41,14.6,5.2354755,0.1362954,10.37777,353.00479,281.41368,31.14135,0.08227538,2023.150684931507
(545564) Sabonis,13.68,5.27684,0.0502137,5.02338,285.53867,68.46806,320.8207,0.08130986,2023.150684931507
(545578) 2011 QJ96,13.93,5.2376296,0.1341038,13.78287,68.91016,237.80553,21.31979,0.08222462,2023.150684931507
(545579) 2011 QM96,14.38,5.2279849,0.1797444,6.98133,82.0208,186.3394,53.19864,0.08245226,2023.150684931507
(545580) 2011 QT97,14.19,5.1803437,0.1422932,14.81522,271.70387,46.9014,357.48838,0.08359229,2023.150684931507
(545581) 2011 QM99,14.08,5.2558832,0.0150494,25.81031,131.56071,264.88877,275.28396,0.08179665,2023.150684931507
(545587) 2011 QU107,14.59,5.2705664,0.0429698,5.58446,106.02576,185.77485,31.16847,0.08145507,2023.150684931507
(545588) 2011 QN109,14.45,5.1879698,0.1036282,38.31487,175.96046,130.80121,17.79969,0.08340804,2023.150684931507
(545598) 2011 RS22,14.36,5.2875986,0.070643,5.69374,255.53704,65.87039,14.33685,0.08106182,2023.150684931507
(545606) 2011 SL22,13.97,5.2877169,0.0417629,11.08688,81.4633,223.70237,24.09849,0.0810591,2023.150684931507
(545609) 2011 SA26,14.54,5.3592641,0.0804942,6.93375,252.06327,86.77244,340.22785,0.0794413,2023.150684931507
(545634) 2011 SF69,14.49,5.2745198,0.0933321,2.34241,214.31263,91.52534,24.01884,0.08136351,2023.150684931507
(545742) 2011 SA295,13.97,5.2520307,0.0474212,26.53032,219.48546,44.36451,73.99311,0.08188667,2023.150684931507
(545972) 2011 UC425,14.17,5.2826386,0.0327735,27.64978,189.56114,104.13638,41.78367,0.08117601,2023.150684931507
(546195) 2010 TO192,14.77,5.1533849,0.0815825,9.31521,23.67049,326.36633,75.18724,0.08424909,2023.150684931507
(546218) 2010 TK210,14.77,5.1525383,0.0597795,15.17565,201.71253,312.62437,288.16346,0.08426985,2023.150684931507
(546242) 2010 UX36,13.75,5.3077508,0.0673855,7.94402,286.88909,177.70592,331.23974,0.0806006,2023.150684931507
(546256) 2010 UT50,13.33,5.1531681,0.0924612,26.27599,261.04626,175.10353,356.26613,0.0842544,2023.150684931507
(546263) 2010 UE66,14.14,5.2343551,0.0220189,11.28348,42.58017,70.90036,304.77695,0.08230179,2023.150684931507
(546273) 2010 UY81,14.28,5.166751,0.1971782,5.58406,231.55338,231.22074,337.82396,0.08392238,2023.150684931507
(546274) 2010 UO83,14.06,5.1544659,0.0691714,20.5386,46.22628,58.60009,333.54683,0.08422259,2023.150684931507
(546275) Kozak,13.09,5.2458943,0.1105866,14.43592,264.37701,177.0581,347.00458,0.08203039,2023.150684931507
(546286) 2010 UF101,13.95,5.2405464,0.0670311,9.11998,284.58492,151.44391,356.33411,0.08215599,2023.150684931507
(546289) 2010 UL108,14.34,5.175344,0.0566799,8.9751,318.34281,109.14229,14.55624,0.08371345,2023.150684931507
(546304) 2010 UT117,14.65,5.1041883,0.0516938,6.98002,99.06285,333.40389,9.70712,0.08547007,2023.150684931507
(546313) 2010 UG120,14.55,5.1844719,0.0863514,10.21655,22.49141,113.51361,313.65446,0.08349247,2023.150684931507
(546314) 2010 UH120,14.22,5.2416166,0.0100225,12.09135,232.33324,143.19921,39.98506,0.08213083,2023.150684931507
(546348) 2010 VU45,14.17,5.1646073,0.1623879,9.80585,258.67466,141.31005,31.00038,0.08397463,2023.150684931507
(546354) 2010 VD54,14.25,5.1853312,0.0680437,7.13872,76.55635,43.44047,312.63797,0.08347171,2023.150684931507
(546358) 2010 VD56,14.36,5.155556,0.0666958,3.39,156.07128,37.99002,241.7823,0.08419587,2023.150684931507
(546365) 2010 VK60,14.31,5.1716991,0.071664,11.07321,329.33076,109.15498,339.28654,0.08380197,2023.150684931507
(546387) 2010 VA88,14.21,5.1531505,0.1213681,5.90683,263.67132,172.45132,6.30402,0.08425484,2023.150684931507
(546396) 2010 VN95,14.1,5.234707,0.0482722,11.24749,237.64261,229.95144,316.64866,0.08229349,2023.150684931507
(546406) 2010 VD108,14.45,5.1839275,0.1146527,6.7715,97.09393,354.53689,339.32,0.08350562,2023.150684931507
(546419) 2010 VJ119,14.51,5.1207374,0.0257829,8.36963,78.87581,287.05006,77.28625,0.08505607,2023.150684931507
(546443) 2010 VP147,14.48,5.1552733,0.1311569,13.4281,222.08764,189.81943,22.85175,0.0842028,2023.150684931507
(546454) 2010 VD159,14.41,5.128135,0.0656911,8.42591,134.9883,256.80044,40.70659,0.08487209,2023.150684931507
(546458) 2010 VO163,14.03,5.2165541,0.0877651,24.78187,55.86637,9.30172,10.93206,0.08272342,2023.150684931507
(546460) 2010 VF166,14.59,5.2209411,0.0991285,6.58965,221.27746,216.41237,345.50102,0.08261918,2023.150684931507
(546461) 2010 VG166,14.34,5.2247078,0.0536232,6.68641,57.01012,107.66797,260.56205,0.08252985,2023.150684931507
(546467) 2010 VE171,13.74,5.2632775,0.0206404,14.68955,245.81807,219.16655,331.03149,0.08162434,2023.150684931507
(546468) 2010 VD172,14.3,5.296609,0.036543,13.72914,250.1109,56.24181,121.90683,0.08085506,2023.150684931507
(546490) 2010 VR192,13.73,5.1876954,0.0756089,10.40272,280.58893,67.0723,87.64894,0.08341466,2023.150684931507
(546491) 2010 VK193,14.31,5.168261,0.0542779,14.23666,183.2172,296.16165,306.69014,0.0838856,2023.150684931507
(546493) 2010 VC203,13.65,5.1070043,0.0812739,17.54807,281.78453,123.30652,30.13196,0.08539938,2023.150684931507
(546512) 2010 VZ215,14.22,5.2130938,0.1912414,8.36631,247.49696,219.2505,326.1722,0.0828058,2023.150684931507
(546525) 2010 VK225,14.31,5.3571793,0.0660281,5.55206,117.00563,287.28437,23.75424,0.07948768,2023.150684931507
(546526) 2010 VM225,14.38,5.1884215,0.0692549,2.49793,86.89099,355.93619,334.82414,0.08339715,2023.150684931507
(546527) 2010 VO225,13.76,5.1417758,0.0320778,13.12033,345.54534,72.89589,5.10875,0.08453457,2023.150684931507
(546543) 2010 VB231,14.08,5.2356563,0.1112796,16.63287,61.1774,353.64509,12.66378,0.08227111,2023.150684931507
(546573) 2010 VX243,14.28,5.1322796,0.0755403,10.46818,97.15715,292.28917,46.67236,0.0847693,2023.150684931507
(546579) 2010 VT244,14.59,5.253654,0.0455493,9.07325,113.292,76.59665,231.88807,0.08184872,2023.150684931507
(546585) 2010 VM246,13.79,5.226418,0.0546834,12.89365,276.49263,190.14617,326.33859,0.08248935,2023.150684931507
(546587) 2010 VK247,14.42,5.204807,0.0621893,10.01272,111.77087,349.6261,341.00324,0.08300364,2023.150684931507
(546588) 2010 VO247,14.43,5.2320037,0.1484353,8.15427,283.35192,182.14805,335.33692,0.08235728,2023.150684931507
(546590) 2010 VE249,14.59,5.1203633,0.0697638,8.18358,54.28055,328.55525,46.36879,0.08506539,2023.150684931507
(546592) 2010 VG249,14.61,5.110865,0.0816702,8.54882,71.35612,25.27252,340.52627,0.08530264,2023.150684931507
(546593) 2010 VJ249,14.22,5.1610664,0.083749,6.71323,35.68373,329.83575,75.97099,0.08406107,2023.150684931507
(546594) 2010 VL249,14.46,5.1507229,0.1011662,8.71064,96.09293,2.69907,357.87758,0.08431441,2023.150684931507
(546618) 2010 WT10,14.41,5.3219296,0.0584477,2.28331,129.34658,300.90491,347.86165,0.08027871,2023.150684931507
(546623) 2010 WE13,13.87,5.1983263,0.1012548,10.29916,71.28493,12.34344,351.05599,0.08315891,2023.150684931507
(546627) 2010 WX14,13.98,5.274957,0.0978384,14.5211,228.7227,251.67634,316.21831,0.0813534,2023.150684931507
(546636) 2010 WM31,14.06,5.2000333,0.0226437,9.55523,70.0436,42.36679,330.81518,0.08311796,2023.150684931507
(546653) 2010 WJ41,14.57,5.1678406,0.0569894,6.80596,289.50377,95.47129,51.11947,0.08389584,2023.150684931507
(546654) 2010 WM42,14.25,5.2395664,0.0959772,9.39746,279.99828,208.96984,315.20605,0.08217904,2023.150684931507
(546667) 2010 WW56,14.35,5.2667471,0.1926853,13.63905,89.22522,0.98067,348.82602,0.08154369,2023.150684931507
(546668) 2010 WY56,14.04,5.1683636,0.049644,13.73928,90.91664,183.26497,166.77832,0.0838831,2023.150684931507
(546689) 2010 WY76,14.18,5.189958,0.0741485,8.17576,288.62377,127.37918,8.33185,0.08336012,2023.150684931507
(546690) 2010 WM77,14.25,5.1950401,0.0520327,14.77432,246.24398,43.60302,149.41577,0.08323782,2023.150684931507
(546691) 2010 WP77,14.63,5.1453296,0.0458229,14.38125,252.17781,124.60718,65.6158,0.08444701,2023.150684931507
(546692) 2010 WA78,14.62,5.2016117,0.0321966,5.91895,221.72643,254.81862,321.23265,0.08308013,2023.150684931507
(546693) 2010 WF78,13.91,5.2691235,0.0786046,8.89164,102.32171,302.46827,39.79961,0.08148853,2023.150684931507
(546715) 2010 XT25,13.41,5.0965054,0.0368157,28.73907,72.89507,341.03956,32.36336,0.08566341,2023.150684931507
(546743) 2010 XG59,14.61,5.1837783,0.0951742,9.84214,256.20842,170.4884,27.15259,0.08350922,2023.150684931507
(546752) 2010 XO67,14.4,5.2786665,0.075527,8.586,98.90875,6.33545,338.15652,0.08126766,2023.150684931507
(546760) 2010 XQ75,14.08,5.1816648,0.0889402,8.23345,56.92766,28.87378,12.13761,0.08356032,2023.150684931507
(546777) 2010 XF91,14.58,5.2719917,0.0844788,4.9345,115.72587,293.05528,28.66743,0.08142204,2023.150684931507
(546778) 2010 XG91,14.31,5.3361069,0.0480962,12.43219,78.92567,343.59869,10.52964,0.07995899,2023.150684931507
(546779) 2010 XH91,14.36,5.2092245,0.1054644,8.01579,161.70561,328.92178,325.76325,0.08289808,2023.150684931507
(546780) 2010 XN91,14.14,5.2444514,0.1020033,11.30261,106.2159,12.15962,322.89481,0.08206425,2023.150684931507
(546781) 2010 XR91,13.66,5.2516426,0.0460291,12.32868,75.08291,337.37943,31.10648,0.08189574,2023.150684931507
(546808) 2010 XA102,14.31,5.1523689,0.1618068,17.35406,106.69774,181.90142,149.38275,0.08427401,2023.150684931507
(546818) 2010 XK105,14.16,5.1431938,0.0560346,16.55722,115.39076,289.0258,55.47064,0.08449962,2023.150684931507
(546820) 2010 XO105,13.9,5.2044442,0.0918855,14.2737,248.11759,195.69768,343.29684,0.08301232,2023.150684931507
(546825) 2010 XM106,14.54,5.2579876,0.1126841,9.82367,260.14426,156.43075,16.4818,0.08174755,2023.150684931507
(546826) 2010 XJ108,14.87,5.1954208,0.0377981,10.26136,79.88519,8.388,350.66048,0.08322867,2023.150684931507
(546827) 2010 XB109,14.53,5.1423759,0.0285037,8.16089,133.53588,304.30375,17.89041,0.08451978,2023.150684931507
(546829) 2010 XL109,14.35,5.2478963,0.0308661,12.20387,117.95643,277.01859,46.74167,0.08198345,2023.150684931507
(546840) 2010 YR6,14.22,5.1819298,0.0685269,14.13201,265.38274,164.5163,27.34352,0.08355391,2023.150684931507
(547845) 2010 VY254,14.43,5.1568312,0.092897,8.59138,91.81457,347.76169,11.88054,0.08416465,2023.150684931507
(547884) 2010 WA54,14.03,5.1971058,0.0891104,15.2109,60.59419,15.76085,10.01587,0.0831882,2023.150684931507
(547888) 2010 WL68,14.28,5.2537932,0.0667672,5.66521,54.06022,328.96642,52.20768,0.08184546,2023.150684931507
(547957) 2010 XS111,14.31,5.2880927,0.0338476,8.7204,109.90377,240.99981,84.00641,0.08105046,2023.150684931507
(548819) 2010 VP225,14.37,5.1526508,0.0636893,18.70391,310.56107,52.59594,53.58062,0.08426709,2023.150684931507
(548831) 2010 VW245,14.2,5.2104377,0.0517525,15.09557,274.94962,134.03137,31.31914,0.08286913,2023.150684931507
(549662) 2011 QP65,13.32,5.1679862,0.1054655,38.56161,169.74704,129.57896,15.81901,0.08389229,2023.150684931507
(549998) 2011 WW135,13.93,5.1712223,0.1033239,11.51915,90.57634,346.49157,352.86877,0.08381356,2023.150684931507
(550015) 2011 WZ167,14.7,5.1574279,0.1320258,10.25171,290.77143,112.2352,28.28702,0.08415004,2023.150684931507
(550041) 2011 YT14,14.07,5.1949374,0.1364799,16.32037,103.70783,335.83546,359.41362,0.08324029,2023.150684931507
(550064) 2011 YD68,13.85,5.2678922,0.0383841,30.34524,312.57063,98.84596,44.19774,0.08151711,2023.150684931507
(550088) 2011 YJ89,14.43,5.2171621,0.0556135,34.17097,309.55846,139.45703,356.3338,0.08270896,2023.150684931507
(550106) 2012 AH30,14.21,5.3018198,0.0163601,28.79199,296.79915,157.74383,349.59194,0.08073589,2023.150684931507
(550600) 2012 QJ42,14.55,5.1895059,0.0250638,8.24932,219.91897,58.44467,12.85505,0.08337101,2023.150684931507
(550816) 2012 TJ210,14.36,5.1736634,0.1260941,10.60035,155.87497,158.56749,2.23327,0.08375424,2023.150684931507
(550916) 2012 UN34,13.17,5.2501537,0.0574109,26.68959,286.02104,182.42226,306.85705,0.08193058,2023.150684931507
(551215) 2012 YS9,14.82,5.1706721,0.0905395,6.09757,311.05299,101.65265,5.71871,0.08382693,2023.150684931507
(551218) 2012 YB13,14.33,5.1828338,0.0098209,20.87991,313.97235,134.81306,331.5322,0.08353205,2023.150684931507
(551262) 2013 AE68,14.25,5.1223118,0.0531267,19.42709,106.85733,3.37693,318.19163,0.08501686,2023.150684931507
(551276) 2013 AH91,14.56,5.1112921,0.091944,7.26127,337.40843,85.90661,2.78062,0.08529194,2023.150684931507
(551279) 2013 AF94,13.1,5.2752961,0.0220008,17.51132,298.20154,193.61338,285.54058,0.08134555,2023.150684931507
(551301) 2013 AM129,13.96,5.2057343,0.069132,32.72961,136.96952,330.43261,322.40195,0.08298146,2023.150684931507
(551302) 2013 AN131,14.1,5.2248358,0.037704,20.65704,322.70278,106.44455,349.73609,0.08252682,2023.150684931507
(551303) 2013 AS131,14.26,5.1801692,0.1489281,8.23947,166.51908,273.16801,353.14164,0.08359651,2023.150684931507
(551304) 2013 AH133,13.38,5.1796059,0.0297667,8.21421,3.97947,54.5928,27.11435,0.08361015,2023.150684931507
(551320) 2013 BC,14.09,5.173505,0.0323386,16.52332,320.25489,170.83572,290.28777,0.08375809,2023.150684931507
(551321) 2013 BQ,14.26,5.2256827,0.0878453,11.86897,323.94729,150.2233,307.82356,0.08250676,2023.150684931507
(551322) 2013 BJ1,13.99,5.2416847,0.0467034,13.5382,90.15161,319.75844,7.33679,0.08212923,2023.150684931507
(551332) 2013 BZ17,13.93,5.1846323,0.0441161,30.24147,288.90578,83.17329,59.83353,0.08348859,2023.150684931507
(551340) 2013 BH31,14.35,5.1917872,0.0709606,8.6902,87.60017,305.27433,29.17175,0.08331606,2023.150684931507
(551406) 2013 CQ85,14.34,5.2464539,0.0714799,10.93197,120.66495,307.43495,347.14577,0.08201727,2023.150684931507
(551417) 2013 CQ104,14.81,5.2053191,0.1794976,6.56312,105.61798,319.26547,2.1417,0.08299139,2023.150684931507
